Review,Star Rating,Length,Valence,Review Quantity,Internal Consistency,Review Quality,Credibility
sorry late review. kung nagtatanong kayo kung legit dito be mas legit pa sa legit haha so far so good naman 2 months na yung ip16 ko at wala nman naging problema.,5,32,,333,,,
100% legit hindi bato ang laman kundi Iphone.. Ambilis ng shipping I ordered March 3 dumating ng March 4...49+++ ko lang nabili 256gb na. ganda ng teal color,5,29,,333,,,
legit pa sa legit!! got it for 42k hehe. so ganda ng kulay💚  1. fast delivery - 2 days lang after the order has been confirmed.  2. discrete rin packaging - no products mentioned 3. took me 1 month bago magreview - so far  naabot 24hrs batt kung di mo lagi gagamitin haha. pero up to 10hrs kung soafer gamit ka 4. bnew  with 🍎 warranty (para sa hesitant),5,65,,333,,,
Legit na legit tong shop na to. Got it at a lower price ang 256 gb for only 52k thanks to the vouchers. Sleek design  love the pink color!  Impressed with the fast delivery. ,5,34,,333,,,
🔋Battery Life:good  ⚡Performance:100% leget po ang item firts nag hassitate ako..but when i look at the review,5,20,,333,,,
📸Camera Quality:  the best feature ni iphone 16 Impressed with the fast delivery. Akala ko 2025 pa dadating pero dec 30 dumating na sya😍,5,24,,333,,,
Happy with what I bought. Delivery is very quick. 2 days after placing the order item was delivered. overall happy with my purchase. Thank you!,5,25,,333,,,
🔋Battery Life:10/10  📸Camera Quality:9/10  ⚡Performance:10/10  1 day delay for guaranteed delivery timeframe of 48hrs.  original phone.,5,22,,333,,,
Item as advertised  packed well and delivered within 24 hours from time of order. 100% legit and working unit. Nice pink color.,5,22,,333,,,
Got this for 54800 only (cheaper compared to the 61990 SRP)! The phone arrived within 24 hours  discrete packaging. Item is legit!  So happy with this purchase since the ip16 256 Pink is always sold out in physical stores near me. The pink is super vibrant  it's giving girlypop. Seller also included a free tempered glass hihi,5,58,,333,,,
I’ve been using the iPhone 16 since early February and it’s been amazing. Battery life is solid (I charge it twice a day between 20% and 80%)  the Action Button is super handy  and the low-light camera is impressive. Performance is smooth  but the 60Hz display feels a bit outdated for the price. Switching from Android to my first iPhone has been a huge upgrade—I’m loving it!,5,72,,333,,,
⚡Performance:  Sleek design  love the black color!  Impressed with the fast delivery.   Very fast delivery,5,15,,333,,,
Sleek design  love the black color!  Impressed with the fast delivery.  Sleek design  love the black color!  Impressed with the fast delivery. ,5,22,,333,,,
🔋Battery Life: 10/10  📸Camera Quality: 10/10  ⚡Performance: 10/10  super legit. thanks seller,5,15,,333,,,
Very fast delivery. Ordered evening of 3/7 and received it afternoon of 3/8. Got the 256gb variant for only 48 790 during Lazada’s 3.3 sale. Item was packed very secure and discreet.,5,36,,333,,,
🔋Battery Life:  💯💯💯  📸Camera Quality:  super ganda talaga!!!  ⚡Performance:  ang ganda and smooth  Impressed with the fast delivery.  Waterproof feature is a game-changer! ,5,23,,333,,,
Impressed with the fast delivery.  Sleek design  love the black color!  Waterproof feature is a game-changer! ,5,17,,333,,,
🔋Battery Life:  Kaya magtagal maghapon 10/10  mabilis din magcharge   📸Camera Quality:  so nice  ⚡Performance:  super fast I-swipe  no lag lalo na from android galing,5,26,,333,,,
Waterproof feature is a game-changer!  Impressed with the fast delivery.    📸Camera Quality:  💯 🔋Battery Life:  💯 ⚡Performance:  💯,5,16,,333,,,
Impressed with the fast delivery.  Sleek design  love the black color!  legit item and seller!,5,15,,333,,,
Sleek design  love the pink color!  Waterproof feature is a game-changer!  Impressed with the fast delivery. ,5,17,,333,,,
I was worried when I placed the order but the seller proved that this is a trust worthy shop. Really. All original and super safe. Thank you for making my order worth while and my brother is pretty happy with the unit.,5,42,,333,,,
Impressed with the fast delivery.  Waterproof feature is a game-changer!  Sleek design  love the black color! ,5,17,,333,,,
🔋Battery Life:  100 percent  📸Camera Quality:  Super ganda  ⚡Performance:  Best phone. Ganda grabe  Sulit ang bili. Bet na bet ng anak ko. Kaya lang wala manlang kahit akong freebies. Mas ok pa din bumili aa store mismo.,5,37,,333,,,
Waterproof feature is a game-changer!  Impressed with the fast delivery.  Sleek design  love the black color! ,5,17,,333,,,
🔋Battery Life:10Sleek design  love the black color!    📸Camera Quality:10  ⚡Performance:10  Waterproof feature is a game-changer!  Impressed with the fast delivery. ,5,24,,333,,,
Very nicely and securely packed. Phone is functional and operational. hope to buy again in the future,5,17,,333,,,
Waterproof feature is a game-changer!  Impressed with the fast delivery.  Sleek design  love the black color! ,5,17,,333,,,
Very nice magenta-ish color Super fast delivery - ordered 3.3  received 3.4 Packed securely in a box and with bubble wrap,5,23,,333,,,
Sleek design  love the black color!  Impressed with the fast delivery.  Waterproof feature is a game-changer! ,5,17,,333,,,
Waterproof feature is a game-changer!  Impressed with the fast delivery.  Sleek design  love the black color! ,5,17,,333,,,
Waterproof feature is a game-changer!  Sleek design  love the black color!  Impressed with the fast delivery. ,5,17,,333,,,
Waterproof feature is a game-changer!  Impressed with the fast delivery.  Sleek design  love the black color! ,5,17,,333,,,
Impressed with the fast delivery.  Waterproof feature is a game-changer!  Sleek design  love the black color! ,5,17,,333,,,
Impressed with the fast delivery.  Waterproof feature is a game-changer!  Sleek design  love the black color! ,5,17,,333,,,
⚡Performance:  ⚡️⚡️⚡️⚡️⚡️  📸Camera Quality: ❤️❤️❤️❤️❤️  Super legit store and fast delivery! Got it at a low price during 3.3. Thank you so much! ☺️ Impressed with the fast delivery. ,5,27,,333,,,
Sleek design  love the black color!  Impressed with the fast delivery.  Waterproof feature is a game-changer! ,5,17,,333,,,
Calling all moms of 3+ kids! Join the Similac GainSchool Loyalty Rewards Program for a chance to win up to P100 000 worth of GCash credits! Promo Mechanics:   1️⃣ Sign up for the Similac GainSchool Loyalty Rewards Program to enter.  2️⃣ Only valid for participants with children over 3 years old.  3️⃣ Winners will be randomly selected and announced on our page and through a direct message/call.,5,68,,333,,,
First of all  I rarely give review apart from ratings. And this one would be a quite not so impressive one.  Phone: I am impressed how handy it is to operate compared to iP16PM. The camera seems a bit dark although they have same setup as my existing one.  Delivery: Bruh! It took 2weeks to be exact for it to be shipped out. Placed the order 17Jan and they shipped it out 31Jan. You know what’s amazing? They respond with you that auto-generated message. Their CS is not really helpful. I think their CS just responds with queries and selecting options based on their computer. Judge me pro mygahd! Nging chat service dn ako and i know how do people behind chat service works. This one is NOT IMPRESSIVE at all. Kailangan takutin na DTI bago pagalawin yung order. Lesson learned  i will always have second thought ordering from this shop in the future.,5,156,,333,,,
Sleek design  love the black color!  Waterproof feature is a game-changer!  Impressed with the fast delivery. ,5,17,,333,,,
nakuha ko ng 42k+ sobrang good deal. inorder ko last january. thanks seller and lazada legit na legit,5,18,,333,,,
Waterproof feature is a game-changer!  Impressed with the fast delivery.  Sleek design  love the black color! ,5,17,,333,,,
Impressed with the fast delivery.  Waterproof feature is a game-changer!  Legit iphone!,5,13,,333,,,
legit po  fast delivery. wala pa 24 hours dumating na po. na bili ko sya ng 48 990. sa ibang shop mas mahal. sulit po para sa price nya. maganda dito na kayo umorder. salamat po .,5,36,,333,,,
Sleek design  love the black color!  Waterproof feature is a game-changer!  Impressed with the fast delivery. ,5,17,,333,,,
Impressed with the fast delivery.  Waterproof feature is a game-changer!  Sleek design  love the black color! ,5,17,,333,,,
🔋Battery Life:  okay naman still on testing phase  will update if it’s faulty   📸Camera Quality:  superb  standard IPhone  maganda  ⚡Performance:  comparable sa Pro without the other specs.,5,28,,333,,,
🔋Battery Life: so goof  📸Camera Quality: so good  ⚡Performance: so good,5,11,,333,,,
Sleek design  love the black color!  Waterproof feature is a game-changer!    Impressed with the fast delivery.  Sleek design  love the black color! ,5,23,,333,,,
Waterproof feature is a game-changer!  Sleek design  love the black color!  Impressed with the fast delivery. ,5,17,,333,,,
🔋Battery Life:10  📸Camera Quality:10  ⚡Performance:10  First time to order iPhone here and legit! less than a day delivery pa,5,22,,333,,,
Waterproof feature is a game-changer!  Impressed with the fast delivery.  Sleek design  love the black color! ,5,17,,333,,,
Impressed with the fast delivery.  Waterproof feature is a game-changer!   Legit and received the item. Authentic as per checking of serial number from Apple website.,5,26,,333,,,
Legit po siya  got this for only 40k less with vouchers and 3k worth of my saved coins. Legit at brand new sealed po siya. Thank you!,5,27,,333,,,
🔋Battery Life:1000/1000  📸Camera Quality:1000/1000  ⚡Performance:10000/10000  Sleek design  love the black color!  Impressed with the fast delivery.  Waterproof feature is a game-changer! ,5,28,,333,,,
Impressed with the fast delivery.  Waterproof feature is a game-changer!  Sleek design  love the black color! ,5,17,,333,,,
🔋Battery Life:Sleek design  love the black color!    📸Camera Quality:Waterproof feature is a game-changer! ,5,16,,333,,,
Impressed with the fast delivery.  Sleek design  love the black color!    Impressed with the fast delivery.  Sleek design  love the black color! ,5,22,,333,,,
Sleek design  love the black color!  Impressed with the fast delivery.  Impressed with the fast delivery.  Sleek design  love the black color! ,5,22,,333,,,
Waterproof feature is a game-changer!  Impressed with the fast delivery.  Sleek design  love the black color! ,5,17,,333,,,
📸Camera Quality:  Waterproof feature is a game-changer!  Sleek design  love the black color!  Impressed with the fast delivery. ,5,19,,333,,,
Impressed with the fast delivery.    📸Camera Quality:Good  ⚡Performance:Good,5,10,,333,,,
Legit. Angas ng macro lens at clean up feature! Thank you thank you thank you thank you thank you thank you thank you thank you thank you,5,27,,333,,,
I waited 10 days before I provided a review. This is a legit Iphone 16. No issue. No freebies. I love the teal color. Bought the adapter in powermac. I enjoy this phone so far.,5,35,,333,,,
Packed discreetly. I received the item with no issues. Matagal lang po shipping. Usually po 24-48 hrs delivery lead time per Apple  but received the item 5 days from order date. Medyo kinabahan ako but all good.,5,38,,333,,,
🔋Battery Life:  Waterproof feature is a game-changer!    📸Camera Quality:  okk  ⚡Performance:  okImpressed with the fast delivery. ,5,17,,333,,,
Impressed with the fast delivery  Sleek design  love the black color!    🔋Battery Life:100%   📸Camera Quality:great   ⚡Performance:flagship level,5,20,,333,,,
Phone arrived safely and intact. The phone seems in good condition. Carefully delivered and packed well,5,16,,333,,,
Upgrading from the 11 pro and this phone ticks all the boxes. If you are using the phone for basic content creation this will do.,5,25,,333,,,
Impressed with the fast delivery.  Waterproof feature is a game-changer!  Sleek design  love the black color! ,5,17,,333,,,
🔋Battery Life:10  📸Camera Quality:10  ⚡Performance:10 Item received. The only lacking is the actual receipt is not included in the box for warranty purposes.,5,26,,333,,,
Hindi Naman bato dumating 😂😂😂 Waterproof feature is a game-changer!  Sleek design  love the black color!  Impressed with the fast delivery. ,5,21,,333,,,
Hesitant to orfer at first but it’s legit and fast delivery. Received the phone in just 1 day.,5,19,,333,,,
Impressed with the fast delivery.  Sleek design  love the black color!  good deal very goods,5,15,,333,,,
Impressed with the fast delivery.  Sleek design  love the black color!  ..............,5,11,,333,,,
Legitimate item. Package is not labelled as iphone so very good and adds level of safety. Apple store lazmall so you know they only sell original items,5,27,,333,,,
Sleek design  love the black color!  Waterproof feature is a game-changer! ,5,12,,333,,,
100% original. Na check ko ang serial number sa apple website and also the warranty coverage is 1 year.  Packaging is discreet and safe. With security seal din. LEXph called first before delivery to make sure na may magrereceive ng item also lex delivery van ang gamit nila. it was delivered within 48hrs. Wala naman ako masyado doubt since Lazmall Flagship store galing at may money back guarantee sila kung sakali mapatunayan na fake item ang marereceive.  Been using the unit for 2 days na and no issues at all. okay ang battery life. smooth din ang pag sync/copy ng mga apps and files ko from my old iphone.  Got this from a very low price of 53 800 since may lazada voucher din. super sulit! ntc registered.  inclusion is the unit itself and usb type c cord.  sa mga magtatanong  wala na talagang kasamang adapter yung mga iphones ngayon. wala na din earphones and wala ng apple sticker na included sa box. trust the reviews here.,5,168,,333,,,
📸Camera Quality:  great camera  ⚡Performance:  nice,5,6,,333,,,
Sleek design  love the black color!  Impressed with the fast delivery.  Waterproof feature is a game-changer! ,5,17,,333,,,
📸Camera Quality:superb as always  ⚡Performance:smooth,5,7,,333,,,
Impressed with the fast delivery.  I was hesitant to buy ma baka scam. Legit guys 💯. Got it at a lower price,5,21,,333,,,
mabilis lang dumating  after 48 hours of placing the order/checking out  dumating na  legit ang phone  ntc approved  ZP/A variant  nakuha ko tong 256gb for just 55k  although walang freebies  I thought meron  kasi sa ibang reviews  may nabasa akong freebies included daw,5,45,,333,,,
Delivery was fast and items were received fast! Thank you so much!    📸Camera Quality:Great!,5,15,,333,,,
🔋Battery Life:  great  📸Camera Quality:  great  ⚡Performance:  great value  Camera Control. Get the perfect photo. While barely lifting a finger.,5,20,,333,,,
Sleek design  love the black color!  Waterproof feature is a game-changer!  Impressed with the fast delivery. ,5,17,,333,,,
Waterproof feature is a game-changer!  Sleek design  love the black color!   ang ganda sana walang maging problema..,5,18,,333,,,
Legit check. Apple Flagship Store. Paid online. Nagtiwala lang ako na legit flagship store ng Apple ito. Then nagwait. Dec 11 shipped  Dec 13 delivered via Lazada LEX Express. Super ayos ng package. Yung box di talaga nayupe. Most especially  brand new sealed ang item. Checked with apple coverage  nagstart warranty ko the day I activated the phone. Nakuha ko pa ng discounted. Thank you Ape Flagship Store! 5yrs ko na to 🥰,5,72,,333,,,
❤️,5,0,,333,,,
🩷🩷🩷,5,0,,333,,,
Impressed with the fast delivery.  Impressed with the fast delivery.  Impressed with the fast delivery.  Impressed with the fast delivery.   will edit my review kapag naunbox na.,5,27,,333,,,
This store is really reliable since it’s the Apple flagship store. The product arrived safely  and I checked it  no issues at all. The color is super nice! Highly recommend!,5,31,,333,,,
🔋Battery Life:  Nice  📸Camera Quality:  Nice  ⚡Performance:  Very niceWaterproof feature is a game-changer!  Impressed with the fast delivery. ,5,19,,333,,,
My first iphone. 🤩,5,3,,333,,,
Grabi worth it yung pag antay almost give up because I thought I got scammed but this one is legit it got delayed due to low pressure. I’m soo happy that finally I have it already sobrang ganda and secure nang item thanks to seller ☺️very highly recommended ! Must buy here guys,5,53,,333,,,
Nice phone,5,2,,333,,,
Legit siya mga behhh!!! Was hesitant at first kasi ai never heard of Apple having a flagship store dito sa app. But it arrived perfectly well!! Got it only for 47k during 11.11 and received it after 2 days of ordering. Thank you  apple!! Looking into getting the apple watch series 10 next time,5,55,,333,,,
Sleek design  love the black color!  Waterproof feature is a game-changer!  Sleek design  love the black color! ,5,18,,333,,,
It arrieved within 24 hours of placing my order. Supee happy with the transaction and delivery. Legit item that can be verified on apple’s serial number checker.,5,28,,333,,,
not delivered in 24 hrs just like the most reviews but it was delivered safely. thank you for the freebie,5,20,,333,,,
Functionality:  Easy to navigate  love the new Iphone 16  Quality:  Hoping there will be no battery or technical issue as this is always the problem of a new Iphone  Material:  Love the girly color Legit - first time to purchased an expensive gadget online.,5,43,,333,,,
Waterproof feature is a game-changer!  Impressed with the fast delivery.  Sleek design  love the black color! ,5,17,,333,,,
🔋Battery Life:  it lasts all day   📸Camera Quality:  10/10  ⚡Performance:  impressive performance with the new chip It got delivered the next day which was really awesome!,5,27,,333,,,
100% legit  box was sealed  shipping label did not indicate the contrnts (thank goodness!)  and the delivery service called to confirm my availability to receive the package. Overall good experience with this order.,5,33,,333,,,
Received! ganda ng kulay ☺️✨,5,4,,333,,,
I love the color and I’m happy with my long overdue phone upgrade.,5,14,,333,,,
Legit. Arrived in time and in discreet packaging. Highly recommended 👍,5,10,,333,,,
Ok naman sya teveived within 2 days,5,7,,333,,,
💯% legit,5,1,,333,,,
May libre pang spigen na tempered glass  sulit na sulit,5,10,,333,,,
Sleek design  love the black color!  Impressed with the fast delivery.  good packaging and great sale price!,5,17,,333,,,
🔋Battery Life:Very long battery life  📸Camera Quality:Camera is best quality  ⚡Performance:The iphone 16 is very fast. very good,5,21,,333,,,
"🔋Battery Life:good  📸Camera Quality:good  ⚡Performance:good  packaging was good. it was filled with stickers to prevent tampering. it arrived safe even though it had to travel all the way to mindanao. I was just worried bcs there was a point where J&T marked it as problematic bcs of ""outer packing not standardized"" or something. but overall it's good. currently waiting for my receipt",5,67,,333,,,
Impressed with the fast delivery. Sleek design  love the black color! Good value for an apple phone.,5,17,,333,,,
Original iphone  got it at a good price.  Tested it first before leaving a review  so far it is good. Battery lasts for 24 hours if hindi gagamitin masyado sa games  browsing and music.  Thank you po.,5,37,,333,,,
Waterproof feature is a game-changer!  Sleek design  love the black color!  Sleek design  love the black color!  Sleek design  love the black color! ,5,24,,333,,,
Good color  pretty good price in comparison to other sellers. Apple still need to provide 120hz as a minimum,5,19,,333,,,
Impressed with the fast delivery.  Waterproof feature is a game-changer!  Waterproof feature is a game-changer!  Sleek design  love the black color! ,5,23,,333,,,
Impressed with the fast delivery.  Impressed with the fast delivery.  Sleek design  love the black color!  Waterproof feature is a game-changer! ,5,22,,333,,,
Impressed with the fast delivery.  Sleek design  love the black color! Coming from an iPhone 11 jumping to iPhone 16  what an amazing experience!,5,24,,333,,,
Impressed with the fast delivery.    ⚡Performance:  goodWaterproof feature is a game-changer!  Sleek design  love the black color! ,5,18,,333,,,
didn’t expect na mas magaan siya sa 13 ko which is nagustuhan ko  mabilis din shipping and very trusted seller. thanks!,5,22,,333,,,
🔋Battery Life:  Good  📸Camera Quality:  good  ⚡Performance:  good Legit  Arrived on time and  had 0 issues with the phone. ~~~~~~~~~~~~~~~~~~,5,19,,333,,,
Thaaaaaaaaaaaaankkkkk yoouuuuuuuuu! Nice item  good packaging... Thank you seller!!!! very satisfieddddddddddddd,5,11,,333,,,
🔋Battery Life:sakto lan  📸Camera Quality:SUPER GANDA NG CAM  ⚡Performance:VERY POWERFUL PERO SOMETIMES MADALI UMINIT  Very Safe yung packaging and very safe nung dumating 100% legit,5,28,,333,,,
The iPhone 16 offers impressive performance with its A18 Bionic chip and a stunning 6.5-inch Super Retina XDR Pro display. The upgraded camera system and extended battery life make it an all-around standout in the smartphone market.,5,40,,333,,,
Legit Iphone 16. Brand new talaga Kabado din ako nung una. Na check ko na lahat kung fake o hndi. Pati mga serial nya at kung brand new sa apple website. Lahat ng function nagana na compare ko sa Youtube review. Activated din kagad ang warranty ng 1 year pag ka merge sa bagong iphone. Swerte sa sale na 42 500 with coins and vouchers.,5,65,,333,,,
got the item in very beautiful way although nagka aberya kay j&t kunti  all in all solid ang package at legit ang device,5,24,,333,,,
🔋Battery Life:💯   ⚡Performance:💯   📸Camera Quality:💯  Hesitate akong umorder nung una kasi pricey sya pero dumating sakin agad ng mabilis at safe 💯 orig .. ok na ok will order again sa sunod  Buti nag sale huhu dream come true biggest upgrade from xs to 16 huhu,5,44,,333,,,
⚡Performance:Impressed with the fast delivery.  Sleek design  love the black color!  Waterproof feature is a game-changer! ,5,18,,333,,,
Sleek design  love the black color!  Waterproof feature is a game-changer!  Impressed with the fast delivery. ,5,17,,333,,,
Waterproof feature is a game-changer!  Sleek design  love the black color!  Impressed with the fast delivery. ,5,17,,333,,,
Sleek design  love the black color!  Waterproof feature is a game-changer!  Impressed with the fast delivery. ,5,17,,333,,,
Sleek design  love the black color!  Waterproof feature is a game-changer! ,5,12,,333,,,
White variant looks sleek and classy. So far  the performance of the phone is good; super fast and responsive. It’s also lightweight and fits perfectly on my hand.,5,29,,333,,,
Impressed with the fast delivery.  Sleek design  love the black color! ,5,11,,333,,,
Impressed with the fast delivery.  Sleek design  love the teal color!  🥰🥰🥰😍😍😍😍😍,5,11,,333,,,
🔋Battery Life:Sleek design  love the black color!  Impressed with the fast delivery.  Waterproof feature is a game-changer! ,5,19,,333,,,
Waterproof feature is a game-changer!  xxx Good quality Waterproof feature is a game-changer Waterproof feature is a game-changer,5,21,,333,,,
Waterproof feature is a game-changer!  Impressed with the fast delivery. ,5,11,,333,,,
Sleek design  love the black color!  Waterproof feature is a game-changer! ,5,12,,333,,,
✅Item was delivered well packaged. ✅Item was correct. ✅There was no item defect as of this review. ✅Tracking and shipping updates are very helpful.  🙏Thank you.,5,26,,333,,,
Impressed with the fast delivery.  Sleek design  love the black color!  Waterproof feature is a game-changer! ,5,17,,333,,,
Legit store. Item was packed very secure. Delivery is ok too. I will edit this review if i found issues but hopefully none,5,23,,333,,,
Impressed with the fast delivery.  Sleek design  love the black color!  Waterproof feature is a game-changer! ,5,17,,333,,,
Recommended.  Check the serial number and it is authentic.  Fast shipping and delivery.,5,13,,333,,,
Legit! Thank you! Sleek design  love the pink color!  Impressed with the fast delivery. ,5,14,,333,,,
🔋Battery Life:5  📸Camera Quality:5  ⚡Performance:5 Packed well. On time delivery. As advertised. Great product! Will reorder on next sale! 5 stars!  Waterproof feature is a game-changer!  Impressed with the fast delivery.  Sleek design  love the black color! ,5,41,,333,,,
Thank you so much seller! 😘 Love it!!! ❤️ Trusted seller ☺️Impressed with the fast delivery. ,5,14,,333,,,
🔋Battery Life:yessssssss  📸Camera Quality:yessssssssssssssssss  ⚡Performance:yesssssssssssss,5,8,,333,,,
Impressed with the fast delivery.  Sleek design  love the color! ,5,10,,333,,,
Waterproof feature is a game-changer!  Sleek design  love the black color!  Impressed with the fast delivery. ,5,17,,333,,,
Impressed with the fast delivery.  Waterproof feature is a game-changer!  Sleek design  love the black color! ,5,17,,333,,,
Sleek design  love the black color!  Impressed with the fast delivery.  Sleek design  love the black color! ,5,17,,333,,,
Sleek design  love the black color!  Waterproof feature is a game-changer!  Waterproof feature is a game-changer! ,5,18,,333,,,
Waterproof feature is a game-changer!  Sleek design  love the black color! ,5,12,,333,,,
Legit naman at dumating kaagad the next day ang in-order.  'Yung lumang phone ko na lang ang ni-pitcure-an ko kasi gamit ko siya ngayon.,5,27,,333,,,
🔋Battery Life:  Sleek design  love the black color!  Impressed with the fast delivery.    📸Camera Quality:  Sleek design  love the black color!  Impressed with the fast delivery.    ⚡Performance:  Sleek design  love the black color!  Impressed with the fast delivery. ,5,38,,333,,,
Waterproof feature is a game-changer!  Sleek design  love the black color!  Impressed with the fast delivery. ,5,17,,333,,,
sales invoice is not on my package.. live agent unresponsive..,4,10,,333,,,
Legit.Nung una kinabahan ako bat Spigen yung bumungad sakin hahaha. Nasa ilalim pala para discreet XD.  May slot for nano sim so good. Kala ko kasi pure esim siya. Thanks!,5,31,,333,,,
Sleek design  love the black color!  Impressed with the fast delivery.   legit. Gandaaaa ng pink. Love it.,5,17,,333,,,
SuperbSleek design  love the black color! ,5,6,,333,,,
Got it for a steal price! 53k for 256gb!!! Delivery was a little delayed and customer service was usually bot. But when I received the item it was worth the wait :),5,31,,333,,,
legit yung seller since second time ko na to na umorder sa kanila. medyo delay yung pagdating this time but understandable kasi bumagyo.,5,23,,333,,,
Impressed with the fast delivery.  Waterproof feature is a game-changer! ,5,11,,333,,,
The phone itself is legit and great  packaged well and safely delivered to my doorstep it just took a couple of days since the order was placed,5,27,,333,,,
Updated  online Working and confirmed with usual freebies. 3months free music With screen protector Thanks  Just waiting for invoiceImpressed with the fast delivery. ,5,23,,333,,,
Im from CEBU and it arrived 1 day earlier sa EDD. very smooooth! i so love it. sayang lang walang freebies but its okay. will def order again from this shop!   NTC VARIANT po sha.  thanks po 🙂🙂🙂,5,37,,333,,,
The best!!!!,5,2,,333,,,
slayyyy,5,1,,333,,,
Impressed with the fast delivery. ,5,5,,333,,,
Delayed delivery,5,2,,333,,,
best buy and best seller! item received in good condition. legit iphone,5,12,,333,,,
Waterproof feature is a game-changer!  Impressed with the fast delivery. ,5,11,,333,,,
sobrang legit and gandaaaaaaa 🥰🩷,5,4,,333,,,
